ID,전화해지여부
TEST_00422,1473
TEST_00423,1473
TEST_00424,1473
TEST_00425,1473
TEST_00426,1473
TEST_00427,1473
TEST_00428,1473
TEST_00429,1473
TEST_00430,1473
TEST_00431,1473
TEST_00432,1473
TEST_00433,1473
TEST_00434,1473
TEST_00435,1473
TEST_00436,1473
TEST_00437,1473
TEST_00438,1473
TEST_00439,1473
TEST_00440,1473
TEST_00441,1473
TEST_00442,1473
TEST_00443,1473
TEST_00444,1473
TEST_00445,1473
TEST_00446,1473
TEST_00447,1473
TEST_00448,1473
TEST_00449,1473
TEST_00450,1473
TEST_00451,1473
TEST_00452,1473
TEST_00453,1473
TEST_00454,1473
TEST_00455,1473
TEST_00456,1473
TEST_00457,1473
TEST_00458,1473
TEST_00459,1473
TEST_00460,1473
TEST_00461,1473
TEST_00462,1473
TEST_00463,1473
TEST_00464,1473
TEST_00465,1473
TEST_00466,1473
TEST_00467,1473
TEST_00468,1473
TEST_00469,1473
TEST_00470,1473
TEST_00471,1473
TEST_00472,1473
TEST_00473,1473
TEST_00474,1473
TEST_00475,1473
TEST_00476,1473
TEST_00477,1473
TEST_00478,1473
TEST_00479,1473
TEST_00480,1473
TEST_00481,1473
TEST_00482,1473
TEST_00483,1473
TEST_00484,1473
TEST_00485,1473
TEST_00486,1473
TEST_00487,1473
TEST_00488,1473
TEST_00489,1473
TEST_00490,1473
TEST_00491,1473
TEST_00492,1473
TEST_00493,1473
TEST_00494,1473
TEST_00495,1473
TEST_00496,1473
TEST_00497,1473
TEST_00498,1473
TEST_00499,1473
TEST_00500,1473
TEST_00501,1473
TEST_00502,1473
TEST_00503,1473
TEST_00504,1473
TEST_00505,1473
TEST_00506,1473
TEST_00507,1473
TEST_00508,1473
TEST_00509,1473
TEST_00510,1473
TEST_00511,1473
TEST_00512,1473
TEST_00513,1473
TEST_00514,1473
TEST_00515,1473
TEST_00516,1473
TEST_00517,1473
TEST_00518,1473
TEST_00519,1473
TEST_00520,1473
TEST_00521,1473
TEST_00522,1473
TEST_00523,1473
TEST_00524,1473
TEST_00525,1473
TEST_00526,1473
TEST_00527,1473
TEST_00528,1473
TEST_00529,1473
TEST_00530,1473
TEST_00531,1473
TEST_00532,1473
TEST_00533,1473
TEST_00534,1473
TEST_00535,1473
TEST_00536,1473
TEST_00537,1473
TEST_00538,1473
TEST_00539,1473
TEST_00540,1473
TEST_00541,1473
TEST_00542,1473
TEST_00543,1473
TEST_00544,1473
TEST_00545,1473
TEST_00546,1473
TEST_00547,1473
TEST_00548,1473
TEST_00549,1473
TEST_00550,1473
TEST_00551,1473
TEST_00552,1473
TEST_00553,1473
TEST_00554,1473
TEST_00555,1473
TEST_00556,1473
TEST_00557,1473
TEST_00558,1473
TEST_00559,1473
TEST_00560,1473
TEST_00561,1473
TEST_00562,1473
TEST_00563,1473
TEST_00564,1473
TEST_00565,1473
TEST_00566,1473
TEST_00567,1473
TEST_00568,1473
TEST_00569,1473
TEST_00570,1473
TEST_00571,1473
TEST_00572,1473
TEST_00573,1473
TEST_00574,1473
TEST_00575,1473
TEST_00576,1473
TEST_00577,1473
TEST_00578,1473
TEST_00579,1473
TEST_00580,1473
TEST_00581,1473
TEST_00582,1473
TEST_00583,1473
TEST_00584,1473
TEST_00585,1473
TEST_00586,1473
TEST_00587,1473
TEST_00588,1473
TEST_00589,1473
TEST_00590,1473
TEST_00591,1473
TEST_00592,1473
TEST_00593,1473
TEST_00594,1473
TEST_00595,1473
TEST_00596,1473
TEST_00597,1473
TEST_00598,1473
TEST_00599,1473
TEST_00600,1473
TEST_00601,1473
TEST_00602,1473
TEST_00603,1473
TEST_00604,1473
TEST_00605,1473
TEST_00606,1473
TEST_00607,1473
TEST_00608,1473
TEST_00609,1473
TEST_00610,1473
TEST_00611,1473
TEST_00612,1473
TEST_00613,1473
TEST_00614,1473
TEST_00615,1473
TEST_00616,1473
TEST_00617,1473
TEST_00618,1473
TEST_00619,1473
TEST_00620,1473
TEST_00621,1473
TEST_00622,1473
TEST_00623,1473
TEST_00624,1473
TEST_00625,1473
TEST_00626,1473
TEST_00627,1473
TEST_00628,1473
TEST_00629,1473
TEST_00630,1473
TEST_00631,1473
TEST_00632,1473
TEST_00633,1473
TEST_00634,1473
TEST_00635,1473
TEST_00636,1473
TEST_00637,1473
TEST_00638,1473
TEST_00639,1473
TEST_00640,1473
TEST_00641,1473
TEST_00642,1473
TEST_00643,1473
TEST_00644,1473
TEST_00645,1473
TEST_00646,1473
TEST_00647,1473
TEST_00648,1473
TEST_00649,1473
TEST_00650,1473
TEST_00651,1473
TEST_00652,1473
TEST_00653,1473
TEST_00654,1473
TEST_00655,1473
TEST_00656,1473
TEST_00657,1473
TEST_00658,1473
TEST_00659,1473
TEST_00660,1473
TEST_00661,1473
TEST_00662,1473
TEST_00663,1473
TEST_00664,1473
TEST_00665,1473
TEST_00666,1473
TEST_00667,1473
TEST_00668,1473
TEST_00669,1473
TEST_00670,1473
TEST_00671,1473
TEST_00672,1473
TEST_00673,1473
TEST_00674,1473
TEST_00675,1473
TEST_00676,1473
TEST_00677,1473
TEST_00678,1473
TEST_00679,1473
TEST_00680,1473
TEST_00681,1473
TEST_00682,1473
TEST_00683,1473
TEST_00684,1473
TEST_00685,1473
TEST_00686,1473
TEST_00687,1473
TEST_00688,1473
TEST_00689,1473
TEST_00690,1473
TEST_00691,1473
TEST_00692,1473
TEST_00693,1473
TEST_00694,1473
TEST_00695,1473
TEST_00696,1473
TEST_00697,1473
TEST_00698,1473
TEST_00699,1473
TEST_00700,1473
TEST_00701,1473
TEST_00702,1473
TEST_00703,1473
TEST_00704,1473
TEST_00705,1473
TEST_00706,1473
TEST_00707,1473
TEST_00708,1473
TEST_00709,1473
TEST_00710,1473
TEST_00711,1473
TEST_00712,1473
TEST_00713,1473
TEST_00714,1473
TEST_00715,1473
TEST_00716,1473
TEST_00717,1473
TEST_00718,1473
TEST_00719,1473
TEST_00720,1473
TEST_00721,1473
TEST_00722,1473
TEST_00723,1473
TEST_00724,1473
TEST_00725,1473
TEST_00726,1473
TEST_00727,1473
TEST_00728,1473
TEST_00729,1473
TEST_00730,1473
TEST_00731,1473
TEST_00732,1473
TEST_00733,1473
TEST_00734,1473
TEST_00735,1473
TEST_00736,1473
TEST_00737,1473
TEST_00738,1473
TEST_00739,1473
TEST_00740,1473
TEST_00741,1473
TEST_00742,1473
TEST_00743,1473
TEST_00744,1473
TEST_00745,1473
TEST_00746,1473
TEST_00747,1473
TEST_00748,1473
TEST_00749,1473
TEST_00750,1473
TEST_00751,1473
TEST_00752,1473
TEST_00753,1473
TEST_00754,1473
TEST_00755,1473
TEST_00756,1473
TEST_00757,1473
TEST_00758,1473
TEST_00759,1473
TEST_00760,1473
TEST_00761,1473
TEST_00762,1473
TEST_00763,1473
TEST_00764,1473
TEST_00765,1473
TEST_00766,1473
TEST_00767,1473
TEST_00768,1473
TEST_00769,1473
TEST_00770,1473
TEST_00771,1473
TEST_00772,1473
TEST_00773,1473
TEST_00774,1473
TEST_00775,1473
TEST_00776,1473
TEST_00777,1473
TEST_00778,1473
TEST_00779,1473
TEST_00780,1473
TEST_00781,1473
TEST_00782,1473
TEST_00783,1473
TEST_00784,1473
TEST_00785,1473
TEST_00786,1473
TEST_00787,1473
TEST_00788,1473
TEST_00789,1473
TEST_00790,1473
TEST_00791,1473
TEST_00792,1473
TEST_00793,1473
TEST_00794,1473
TEST_00795,1473
TEST_00796,1473
TEST_00797,1473
TEST_00798,1473
TEST_00799,1473
TEST_00800,1473
TEST_00801,1473
TEST_00802,1473
TEST_00803,1473
TEST_00804,1473
TEST_00805,1473
TEST_00806,1473
TEST_00807,1473
TEST_00808,1473
TEST_00809,1473
TEST_00810,1473
TEST_00811,1473
TEST_00812,1473
TEST_00813,1473
TEST_00814,1473
TEST_00815,1473
TEST_00816,1473
TEST_00817,1473
TEST_00818,1473
TEST_00819,1473
TEST_00820,1473
TEST_00821,1473
TEST_00822,1473
TEST_00823,1473
TEST_00824,1473
TEST_00825,1473
TEST_00826,1473
TEST_00827,1473
TEST_00828,1473
TEST_00829,1473
TEST_00830,1473
TEST_00831,1473
TEST_00832,1473
TEST_00833,1473
TEST_00834,1473
TEST_00835,1473
TEST_00836,1473
TEST_00837,1473
TEST_00838,1473
TEST_00839,1473
TEST_00840,1473
TEST_00841,1473
TEST_00842,1473
TEST_00843,1473
TEST_00844,1473
TEST_00845,1473
TEST_00846,1473
TEST_00847,1473
TEST_00848,1473
TEST_00849,1473
TEST_00850,1473
TEST_00851,1473
TEST_00852,1473
TEST_00853,1473
TEST_00854,1473
TEST_00855,1473
TEST_00856,1473
TEST_00857,1473
TEST_00858,1473
TEST_00859,1473
TEST_00860,1473
TEST_00861,1473
TEST_00862,1473
TEST_00863,1473
TEST_00864,1473
TEST_00865,1473
TEST_00866,1473
TEST_00867,1473
TEST_00868,1473
TEST_00869,1473
TEST_00870,1473
TEST_00871,1473
TEST_00872,1473
TEST_00873,1473
TEST_00874,1473
TEST_00875,1473
TEST_00876,1473
TEST_00877,1473
TEST_00878,1473
TEST_00879,1473
TEST_00880,1473
TEST_00881,1473
TEST_00882,1473
TEST_00883,1473
TEST_00884,1473
TEST_00885,1473
TEST_00886,1473
TEST_00887,1473
TEST_00888,1473
TEST_00889,1473
TEST_00890,1473
TEST_00891,1473
TEST_00892,1473
TEST_00893,1473
TEST_00894,1473
TEST_00895,1473
TEST_00896,1473
TEST_00897,1473
TEST_00898,1473
TEST_00899,1473
TEST_00900,1473
TEST_00901,1473
TEST_00902,1473
TEST_00903,1473
TEST_00904,1473
TEST_00905,1473
TEST_00906,1473
TEST_00907,1473
TEST_00908,1473
TEST_00909,1473
TEST_00910,1473
TEST_00911,1473
TEST_00912,1473
TEST_00913,1473
TEST_00914,1473
TEST_00915,1473
TEST_00916,1473
TEST_00917,1473
TEST_00918,1473
TEST_00919,1473
TEST_00920,1473
TEST_00921,1473
TEST_00922,1473
TEST_00923,1473
TEST_00924,1473
TEST_00925,1473
TEST_00926,1473
TEST_00927,1473
TEST_00928,1473
TEST_00929,1473
TEST_00930,1473
TEST_00931,1473
TEST_00932,1473
TEST_00933,1473
TEST_00934,1473
TEST_00935,1473
TEST_00936,1473
TEST_00937,1473
TEST_00938,1473
TEST_00939,1473
TEST_00940,1473
TEST_00941,1473
TEST_00942,1473
TEST_00943,1473
TEST_00944,1473
TEST_00945,1473
TEST_00946,1473
TEST_00947,1473
TEST_00948,1473
TEST_00949,1473
TEST_00950,1473
TEST_00951,1473
TEST_00952,1473
TEST_00953,1473
TEST_00954,1473
TEST_00955,1473
TEST_00956,1473
TEST_00957,1473
TEST_00958,1473
TEST_00959,1473
TEST_00960,1473
TEST_00961,1473
TEST_00962,1473
TEST_00963,1473
TEST_00964,1473
TEST_00965,1473
TEST_00966,1473
TEST_00967,1473
TEST_00968,1473
TEST_00969,1473
TEST_00970,1473
TEST_00971,1473
TEST_00972,1473
TEST_00973,1473
TEST_00974,1473
TEST_00975,1473
TEST_00976,1473
TEST_00977,1473
TEST_00978,1473
TEST_00979,1473
TEST_00980,1473
TEST_00981,1473
TEST_00982,1473
TEST_00983,1473
TEST_00984,1473
TEST_00985,1473
TEST_00986,1473
TEST_00987,1473
TEST_00988,1473
TEST_00989,1473
TEST_00990,1473
TEST_00991,1473
TEST_00992,1473
TEST_00993,1473
TEST_00994,1473
TEST_00995,1473
TEST_00996,1473
TEST_00997,1473
TEST_00998,1473
TEST_00999,1473
TEST_01000,1473
TEST_01001,1473
TEST_01002,1473
TEST_01003,1473
TEST_01004,1473
TEST_01005,1473
TEST_01006,1473
TEST_01007,1473
TEST_01008,1473
TEST_01009,1473
TEST_01010,1473
TEST_01011,1473
TEST_01012,1473
TEST_01013,1473
TEST_01014,1473
TEST_01015,1473
TEST_01016,1473
TEST_01017,1473
TEST_01018,1473
TEST_01019,1473
TEST_01020,1473
TEST_01021,1473
TEST_01022,1473
TEST_01023,1473
TEST_01024,1473
TEST_01025,1473
TEST_01026,1473
TEST_01027,1473
TEST_01028,1473
TEST_01029,1473
TEST_01030,1473
TEST_01031,1473
TEST_01032,1473
TEST_01033,1473
TEST_01034,1473
TEST_01035,1473
TEST_01036,1473
TEST_01037,1473
TEST_01038,1473
TEST_01039,1473
TEST_01040,1473
TEST_01041,1473
TEST_01042,1473
TEST_01043,1473
TEST_01044,1473
TEST_01045,1473
TEST_01046,1473
TEST_01047,1473
TEST_01048,1473
TEST_01049,1473
TEST_01050,1473
TEST_01051,1473
TEST_01052,1473
TEST_01053,1473
TEST_01054,1473
TEST_01055,1473
TEST_01056,1473
TEST_01057,1473
TEST_01058,1473
TEST_01059,1473
TEST_01060,1473
TEST_01061,1473
TEST_01062,1473
TEST_01063,1473
TEST_01064,1473
TEST_01065,1473
TEST_01066,1473
TEST_01067,1473
TEST_01068,1473
TEST_01069,1473
TEST_01070,1473
TEST_01071,1473
TEST_01072,1473
TEST_01073,1473
TEST_01074,1473
TEST_01075,1473
TEST_01076,1473
TEST_01077,1473
TEST_01078,1473
TEST_01079,1473
TEST_01080,1473
TEST_01081,1473
TEST_01082,1473
TEST_01083,1473
TEST_01084,1473
TEST_01085,1473
TEST_01086,1473
TEST_01087,1473
TEST_01088,1473
TEST_01089,1473
TEST_01090,1473
TEST_01091,1473
TEST_01092,1473
TEST_01093,1473
TEST_01094,1473
TEST_01095,1473
TEST_01096,1473
TEST_01097,1473
TEST_01098,1473
TEST_01099,1473
TEST_01100,1473
TEST_01101,1473
TEST_01102,1473
TEST_01103,1473
TEST_01104,1473
TEST_01105,1473
TEST_01106,1473
TEST_01107,1473
TEST_01108,1473
TEST_01109,1473
TEST_01110,1473
TEST_01111,1473
TEST_01112,1473
TEST_01113,1473
TEST_01114,1473
TEST_01115,1473
TEST_01116,1473
TEST_01117,1473
TEST_01118,1473
TEST_01119,1473
TEST_01120,1473
TEST_01121,1473
TEST_01122,1473
TEST_01123,1473
TEST_01124,1473
TEST_01125,1473
TEST_01126,1473
TEST_01127,1473
TEST_01128,1473
TEST_01129,1473
TEST_01130,1473
TEST_01131,1473
TEST_01132,1473
TEST_01133,1473
TEST_01134,1473
TEST_01135,1473
TEST_01136,1473
TEST_01137,1473
TEST_01138,1473
TEST_01139,1473
TEST_01140,1473
TEST_01141,1473
TEST_01142,1473
TEST_01143,1473
TEST_01144,1473
TEST_01145,1473
TEST_01146,1473
TEST_01147,1473
TEST_01148,1473
TEST_01149,1473
TEST_01150,1473
TEST_01151,1473
TEST_01152,1473
TEST_01153,1473
TEST_01154,1473
TEST_01155,1473
TEST_01156,1473
TEST_01157,1473
TEST_01158,1473
TEST_01159,1473
TEST_01160,1473
TEST_01161,1473
TEST_01162,1473
TEST_01163,1473
TEST_01164,1473
TEST_01165,1473
TEST_01166,1473
TEST_01167,1473
TEST_01168,1473
TEST_01169,1473
TEST_01170,1473
TEST_01171,1473
TEST_01172,1473
TEST_01173,1473
TEST_01174,1473
TEST_01175,1473
TEST_01176,1473
TEST_01177,1473
TEST_01178,1473
TEST_01179,1473
TEST_01180,1473
TEST_01181,1473
TEST_01182,1473
TEST_01183,1473
TEST_01184,1473
TEST_01185,1473
TEST_01186,1473
TEST_01187,1473
TEST_01188,1473
TEST_01189,1473
TEST_01190,1473
TEST_01191,1473
TEST_01192,1473
TEST_01193,1473
TEST_01194,1473
TEST_01195,1473
TEST_01196,1473
TEST_01197,1473
TEST_01198,1473
TEST_01199,1473
TEST_01200,1473
TEST_01201,1473
TEST_01202,1473
TEST_01203,1473
TEST_01204,1473
TEST_01205,1473
TEST_01206,1473
TEST_01207,1473
TEST_01208,1473
TEST_01209,1473
TEST_01210,1473
TEST_01211,1473
TEST_01212,1473
TEST_01213,1473
TEST_01214,1473
TEST_01215,1473
TEST_01216,1473
TEST_01217,1473
TEST_01218,1473
TEST_01219,1473
TEST_01220,1473
TEST_01221,1473
TEST_01222,1473
TEST_01223,1473
TEST_01224,1473
TEST_01225,1473
TEST_01226,1473
TEST_01227,1473
TEST_01228,1473
TEST_01229,1473
TEST_01230,1473
TEST_01231,1473
TEST_01232,1473
TEST_01233,1473
TEST_01234,1473
TEST_01235,1473
TEST_01236,1473
TEST_01237,1473
TEST_01238,1473
TEST_01239,1473
TEST_01240,1473
TEST_01241,1473
TEST_01242,1473
TEST_01243,1473
TEST_01244,1473
TEST_01245,1473
TEST_01246,1473
TEST_01247,1473
TEST_01248,1473
TEST_01249,1473
TEST_01250,1473
TEST_01251,1473
TEST_01252,1473
TEST_01253,1473
TEST_01254,1473
TEST_01255,1473
TEST_01256,1473
TEST_01257,1473
TEST_01258,1473
TEST_01259,1473
TEST_01260,1473
TEST_01261,1473
TEST_01262,1473
TEST_01263,1473
TEST_01264,1473
TEST_01265,1473
TEST_01266,1473
TEST_01267,1473
TEST_01268,1473
TEST_01269,1473
TEST_01270,1473
TEST_01271,1473
TEST_01272,1473
TEST_01273,1473
TEST_01274,1473
TEST_01275,1473
TEST_01276,1473
TEST_01277,1473
TEST_01278,1473
TEST_01279,1473
TEST_01280,1473
TEST_01281,1473
TEST_01282,1473
TEST_01283,1473
TEST_01284,1473
TEST_01285,1473
TEST_01286,1473
TEST_01287,1473
TEST_01288,1473
TEST_01289,1473
TEST_01290,1473
TEST_01291,1473
TEST_01292,1473
TEST_01293,1473
TEST_01294,1473
TEST_01295,1473
TEST_01296,1473
TEST_01297,1473
TEST_01298,1473
TEST_01299,1473
TEST_01300,1473
TEST_01301,1473
TEST_01302,1473
TEST_01303,1473
TEST_01304,1473
TEST_01305,1473
TEST_01306,1473
TEST_01307,1473
TEST_01308,1473
TEST_01309,1473
TEST_01310,1473
TEST_01311,1473
TEST_01312,1473
TEST_01313,1473
TEST_01314,1473
TEST_01315,1473
TEST_01316,1473
TEST_01317,1473
TEST_01318,1473
TEST_01319,1473
TEST_01320,1473
TEST_01321,1473
TEST_01322,1473
TEST_01323,1473
TEST_01324,1473
TEST_01325,1473
TEST_01326,1473
TEST_01327,1473
TEST_01328,1473
TEST_01329,1473
TEST_01330,1473
TEST_01331,1473
TEST_01332,1473
TEST_01333,1473
TEST_01334,1473
TEST_01335,1473
TEST_01336,1473
TEST_01337,1473
TEST_01338,1473
TEST_01339,1473
TEST_01340,1473
TEST_01341,1473
TEST_01342,1473
TEST_01343,1473
TEST_01344,1473
TEST_01345,1473
TEST_01346,1473
TEST_01347,1473
TEST_01348,1473
TEST_01349,1473
TEST_01350,1473
TEST_01351,1473
TEST_01352,1473
TEST_01353,1473
TEST_01354,1473
TEST_01355,1473
TEST_01356,1473
TEST_01357,1473
TEST_01358,1473
TEST_01359,1473
TEST_01360,1473
TEST_01361,1473
TEST_01362,1473
TEST_01363,1473
TEST_01364,1473
TEST_01365,1473
TEST_01366,1473
TEST_01367,1473
TEST_01368,1473
TEST_01369,1473
TEST_01370,1473
TEST_01371,1473
TEST_01372,1473
TEST_01373,1473
TEST_01374,1473
TEST_01375,1473
TEST_01376,1473
TEST_01377,1473
TEST_01378,1473
TEST_01379,1473
TEST_01380,1473
TEST_01381,1473
TEST_01382,1473
TEST_01383,1473
TEST_01384,1473
TEST_01385,1473
TEST_01386,1473
TEST_01387,1473
TEST_01388,1473
TEST_01389,1473
TEST_01390,1473
TEST_01391,1473
TEST_01392,1473
TEST_01393,1473
TEST_01394,1473
TEST_01395,1473
TEST_01396,1473
TEST_01397,1473
