연도,일시,측정소,PM2.5
4,01-15 01:00,공주,0.2049396
4,01-15 02:00,공주,0.1974734
4,01-15 03:00,공주,0.1815065
4,01-15 04:00,공주,0.1979977
4,01-15 05:00,공주,0.1842597
4,01-15 06:00,공주,0.2165341
4,01-15 07:00,공주,0.1882729
4,01-15 08:00,공주,0.2483658
4,01-15 09:00,공주,0.2481505
4,01-15 10:00,공주,0.2507289
4,01-15 11:00,공주,0.235639
4,01-15 12:00,공주,0.2203664
4,01-15 13:00,공주,0.2160442
4,01-15 14:00,공주,0.2349285
4,01-15 15:00,공주,0.2272904
4,01-15 16:00,공주,0.2497383
4,01-15 17:00,공주,0.2346196
4,01-15 18:00,공주,0.227354
4,01-15 19:00,공주,0.2290646
4,01-15 20:00,공주,0.2016956
4,01-15 21:00,공주,0.2517736
4,01-15 22:00,공주,0.1939087
4,01-15 23:00,공주,0.1868634
4,01-18 00:00,공주,0.0995855
4,01-18 01:00,공주,0.1162754
4,01-18 02:00,공주,0.1185185
4,01-18 03:00,공주,0.1024731
4,01-18 04:00,공주,0.1130446
4,01-18 05:00,공주,0.1163015
4,01-18 06:00,공주,0.1145864
4,01-18 07:00,공주,0.0896075
4,01-18 08:00,공주,0.1159497
4,01-18 09:00,공주,0.1232058
4,01-18 10:00,공주,0.1173621
4,01-18 11:00,공주,0.1257509
4,01-18 12:00,공주,0.1279675
4,01-18 13:00,공주,0.1297987
4,01-18 14:00,공주,0.1260776
4,01-18 15:00,공주,0.1284949
4,01-18 16:00,공주,0.1423573
4,01-18 17:00,공주,0.1141641
4,01-18 18:00,공주,0.1165305
4,01-18 19:00,공주,0.1319077
4,01-18 20:00,공주,0.1317314
4,01-18 21:00,공주,0.1193153
4,01-18 22:00,공주,0.1176226
4,01-18 23:00,공주,0.0998988
4,01-19 00:00,공주,0.1113706
4,01-19 01:00,공주,0.108193
4,01-19 02:00,공주,0.1037739
4,01-19 03:00,공주,0.0915914
4,01-19 04:00,공주,0.102417
4,01-19 05:00,공주,0.1121417
4,01-19 06:00,공주,0.101151
4,01-19 07:00,공주,0.1126454
4,01-19 08:00,공주,0.1149367
4,01-19 09:00,공주,0.1023267
4,01-19 10:00,공주,0.1272613
4,01-19 11:00,공주,0.1432027
4,01-19 12:00,공주,0.1275639
4,01-19 13:00,공주,0.1518206
4,01-19 14:00,공주,0.0988484
4,01-19 15:00,공주,0.1061343
4,01-19 16:00,공주,0.1030873
4,01-19 17:00,공주,0.1108372
4,01-19 18:00,공주,0.1024132
4,01-19 19:00,공주,0.1093271
4,01-19 20:00,공주,0.1186962
4,01-19 21:00,공주,0.1167868
4,01-19 22:00,공주,0.0891137
4,01-19 23:00,공주,0.0924672
4,01-20 00:00,공주,0.100478
4,01-20 01:00,공주,0.1126214
4,01-20 02:00,공주,0.0942204
4,01-20 03:00,공주,0.1056711
4,01-20 04:00,공주,0.0949805
4,01-20 05:00,공주,0.1032717
4,01-20 06:00,공주,0.1125572
4,01-20 07:00,공주,0.0826756
4,01-20 08:00,공주,0.1200393
4,01-20 09:00,공주,0.1184377
4,01-20 10:00,공주,0.1268178
4,01-20 11:00,공주,0.1199356
4,01-20 12:00,공주,0.1263514
4,01-20 13:00,공주,0.1200063
4,01-20 14:00,공주,0.1358623
4,01-20 15:00,공주,0.1363495
4,01-20 16:00,공주,0.1394087
4,01-20 17:00,공주,0.1383423
4,01-20 18:00,공주,0.1309895
4,01-20 19:00,공주,0.1105649
4,01-20 20:00,공주,0.1303379
4,01-20 21:00,공주,0.1050287
4,01-20 22:00,공주,0.1197467
4,01-20 23:00,공주,0.1164492
4,01-23 00:00,공주,0.1264368
4,01-23 01:00,공주,0.1219608
4,01-23 02:00,공주,0.1058519
4,01-23 03:00,공주,0.0957319
4,01-23 04:00,공주,0.1023938
4,01-23 05:00,공주,0.098334
4,01-23 06:00,공주,0.1048645
4,01-23 07:00,공주,0.1000207
4,01-23 08:00,공주,0.0991947
4,01-23 09:00,공주,0.0893265
4,01-23 10:00,공주,0.0717901
4,01-23 11:00,공주,0.0782266
4,01-23 12:00,공주,0.0763423
4,01-23 13:00,공주,0.0636168
4,01-23 14:00,공주,0.0708814
4,01-23 15:00,공주,0.0721892
4,01-23 16:00,공주,0.0559693
4,01-23 17:00,공주,0.1015007
4,01-23 18:00,공주,0.1202974
4,01-23 19:00,공주,0.1033679
4,01-23 20:00,공주,0.1368623
4,01-23 21:00,공주,0.1027086
4,01-23 22:00,공주,0.1228859
4,01-23 23:00,공주,0.1397473
4,01-24 00:00,공주,0.0806556
4,01-24 01:00,공주,0.0894585
4,01-24 02:00,공주,0.0745147
4,01-24 03:00,공주,0.0670054
4,01-24 04:00,공주,0.0609096
4,01-24 05:00,공주,0.061254
4,01-24 06:00,공주,0.0766242
4,01-24 07:00,공주,0.094847
4,01-24 08:00,공주,0.0667688
4,01-24 09:00,공주,0.0580377
4,01-24 10:00,공주,0.0579713
4,01-24 11:00,공주,0.0494392
4,01-24 12:00,공주,0.067866
4,01-24 13:00,공주,0.0649526
4,01-24 14:00,공주,0.070768
4,01-24 15:00,공주,0.053089
4,01-24 16:00,공주,0.0427417
4,01-24 17:00,공주,0.0782421
4,01-24 18:00,공주,0.0833334
4,01-24 19:00,공주,0.0787993
4,01-24 20:00,공주,0.0813718
4,01-24 21:00,공주,0.0470353
4,01-24 22:00,공주,0.0604652
4,01-24 23:00,공주,0.0939673
4,01-25 00:00,공주,0.0713866
4,01-25 01:00,공주,0.0839254
4,01-25 02:00,공주,0.0711188
4,01-25 03:00,공주,0.0590667
4,01-25 04:00,공주,0.058401
4,01-25 05:00,공주,0.0602344
4,01-25 06:00,공주,0.0631262
4,01-25 07:00,공주,0.0606549
4,01-25 08:00,공주,0.0564429
4,01-25 09:00,공주,0.0519932
4,01-25 10:00,공주,0.0182641
4,01-25 11:00,공주,0.0168547
4,01-25 12:00,공주,0.0220187
4,01-25 13:00,공주,0.0165347
4,01-25 14:00,공주,0.0177897
4,01-25 15:00,공주,0.0204378
4,01-25 16:00,공주,0.0357328
4,01-25 17:00,공주,0.0618951
4,01-25 18:00,공주,0.0506501
4,01-25 19:00,공주,0.0572582
4,01-25 20:00,공주,0.0466852
4,01-25 21:00,공주,0.0564108
4,01-25 22:00,공주,0.0517095
4,01-25 23:00,공주,0.0532857
4,01-28 00:00,공주,0.2137719
4,01-28 01:00,공주,0.192646
4,01-28 02:00,공주,0.2070839
4,01-28 03:00,공주,0.1810551
4,01-28 04:00,공주,0.1700904
4,01-28 05:00,공주,0.155578
4,01-28 06:00,공주,0.1930137
4,01-28 07:00,공주,0.1784665
4,01-28 08:00,공주,0.1957491
4,01-28 09:00,공주,0.2114643
4,01-28 10:00,공주,0.1910479
4,01-28 11:00,공주,0.2100699
4,01-28 12:00,공주,0.168643
4,01-28 13:00,공주,0.1646158
4,01-28 14:00,공주,0.1597782
4,01-28 15:00,공주,0.1613051
4,01-28 16:00,공주,0.2029012
4,01-28 17:00,공주,0.1869682
4,01-28 18:00,공주,0.2387486
4,01-28 19:00,공주,0.253579
4,01-28 20:00,공주,0.2464805
4,01-28 21:00,공주,0.245311
4,01-28 22:00,공주,0.2522166
4,01-28 23:00,공주,0.2408945
4,01-29 00:00,공주,0.2007191
4,01-29 01:00,공주,0.2155274
4,01-29 02:00,공주,0.212493
4,01-29 03:00,공주,0.1942756
4,01-29 04:00,공주,0.1997786
4,01-29 05:00,공주,0.2120481
4,01-29 06:00,공주,0.1901333
4,01-29 07:00,공주,0.2001607
4,01-29 08:00,공주,0.2159065
4,01-29 09:00,공주,0.2078013
4,01-29 10:00,공주,0.1809909
4,01-29 11:00,공주,0.2340891
4,01-29 12:00,공주,0.2077721
4,01-29 13:00,공주,0.2007998
4,01-29 14:00,공주,0.1911408
4,01-29 15:00,공주,0.2128913
4,01-29 16:00,공주,0.2147211
4,01-29 17:00,공주,0.2296173
4,01-29 18:00,공주,0.2486708
4,01-29 19:00,공주,0.2516621
4,01-29 20:00,공주,0.2704412
4,01-29 21:00,공주,0.2660913
4,01-29 22:00,공주,0.2623552
4,01-29 23:00,공주,0.2564138
4,01-30 00:00,공주,0.1936006
4,01-30 01:00,공주,0.1974249
4,01-30 02:00,공주,0.1744272
4,01-30 03:00,공주,0.1917716
4,01-30 04:00,공주,0.2337865
4,01-30 05:00,공주,0.1917933
4,01-30 06:00,공주,0.2272805
4,01-30 07:00,공주,0.2300838
4,01-30 08:00,공주,0.2417652
4,01-30 09:00,공주,0.199187
4,01-30 10:00,공주,0.1995292
4,01-30 11:00,공주,0.249171
4,01-30 12:00,공주,0.2463739
4,01-30 13:00,공주,0.2270736
4,01-30 14:00,공주,0.2588922
4,01-30 15:00,공주,0.2234397
4,01-30 16:00,공주,0.2280809
4,01-30 17:00,공주,0.2491536
4,01-30 18:00,공주,0.2481095
4,01-30 19:00,공주,0.2495887
4,01-30 20:00,공주,0.2689289
4,01-30 21:00,공주,0.2948077
4,01-30 22:00,공주,0.2666647
4,01-30 23:00,공주,0.2296678
4,02-02 00:00,공주,0.1210888
4,02-02 01:00,공주,0.1262711
4,02-02 02:00,공주,0.1133721
4,02-02 03:00,공주,0.130288
4,02-02 04:00,공주,0.102151
4,02-02 05:00,공주,0.1086888
4,02-02 06:00,공주,0.1107968
4,02-02 07:00,공주,0.1349959
4,02-02 08:00,공주,0.1028421
4,02-02 09:00,공주,0.1186067
4,02-02 10:00,공주,0.0868153
4,02-02 11:00,공주,0.0927176
4,02-02 12:00,공주,0.0859196
4,02-02 13:00,공주,0.0858126
4,02-02 14:00,공주,0.0824532
4,02-02 15:00,공주,0.0863467
4,02-02 16:00,공주,0.0986961
4,02-02 17:00,공주,0.0707328
4,02-02 18:00,공주,0.1147422
4,02-02 19:00,공주,0.1132125
4,02-02 20:00,공주,0.1224937
4,02-02 21:00,공주,0.1194476
4,02-02 22:00,공주,0.1252111
4,02-02 23:00,공주,0.1217701
4,02-03 00:00,공주,0.0746556
4,02-03 01:00,공주,0.1194412
4,02-03 02:00,공주,0.0884577
4,02-03 03:00,공주,0.0887103
4,02-03 04:00,공주,0.0845234
4,02-03 05:00,공주,0.0917763
4,02-03 06:00,공주,0.0922343
4,02-03 07:00,공주,0.1148945
4,02-03 08:00,공주,0.1000775
4,02-03 09:00,공주,0.1045573
4,02-03 10:00,공주,0.0914554
4,02-03 11:00,공주,0.0882092
4,02-03 12:00,공주,0.0674999
4,02-03 13:00,공주,0.0668851
4,02-03 14:00,공주,0.0582342
4,02-03 15:00,공주,0.0704012
4,02-03 16:00,공주,0.0698361
4,02-03 17:00,공주,0.0739485
4,02-03 18:00,공주,0.0797246
4,02-03 19:00,공주,0.0792495
4,02-03 20:00,공주,0.0900586
4,02-03 21:00,공주,0.0847135
4,02-03 22:00,공주,0.0949484
4,02-03 23:00,공주,0.0996563
4,02-04 00:00,공주,0.0649834
4,02-04 01:00,공주,0.0715384
4,02-04 02:00,공주,0.0733379
4,02-04 03:00,공주,0.0832348
4,02-04 04:00,공주,0.0673099
4,02-04 05:00,공주,0.0744492
4,02-04 06:00,공주,0.078983
4,02-04 07:00,공주,0.0924733
4,02-04 08:00,공주,0.1132216
4,02-04 09:00,공주,0.1085531
4,02-04 10:00,공주,0.0832819
4,02-04 11:00,공주,0.0863259
4,02-04 12:00,공주,0.0849311
4,02-04 13:00,공주,0.0819822
4,02-04 14:00,공주,0.0712753
4,02-04 15:00,공주,0.0651807
4,02-04 16:00,공주,0.066963
4,02-04 17:00,공주,0.0544808
4,02-04 18:00,공주,0.0669448
4,02-04 19:00,공주,0.0684177
4,02-04 20:00,공주,0.0733227
4,02-04 21:00,공주,0.0831101
4,02-04 22:00,공주,0.1006649
4,02-04 23:00,공주,0.0929729
4,02-07 00:00,공주,0.058721
4,02-07 01:00,공주,0.0642332
4,02-07 02:00,공주,0.08272
4,02-07 03:00,공주,0.0696154
4,02-07 04:00,공주,0.067243
4,02-07 05:00,공주,0.0670676
4,02-07 06:00,공주,0.0758023
4,02-07 07:00,공주,0.0904196
4,02-07 08:00,공주,0.0901991
4,02-07 09:00,공주,0.0811946
4,02-07 10:00,공주,0.0779637
4,02-07 11:00,공주,0.0682689
4,02-07 12:00,공주,0.0597497
4,02-07 13:00,공주,0.0538041
4,02-07 14:00,공주,0.0647651
4,02-07 15:00,공주,0.0510667
4,02-07 16:00,공주,0.0701289
4,02-07 17:00,공주,0.0614241
4,02-07 18:00,공주,0.0557124
4,02-07 19:00,공주,0.0687557
4,02-07 20:00,공주,0.0797026
4,02-07 21:00,공주,0.0812403
4,02-07 22:00,공주,0.1035198
4,02-07 23:00,공주,0.0810399
4,02-08 00:00,공주,0.0261442
4,02-08 01:00,공주,0.0339744
4,02-08 02:00,공주,0.0250233
4,02-08 03:00,공주,0.040763
4,02-08 04:00,공주,0.0260654
4,02-08 05:00,공주,0.0284238
4,02-08 06:00,공주,0.0601054
4,02-08 07:00,공주,0.0771035
4,02-08 08:00,공주,0.0736814
4,02-08 09:00,공주,0.0609843
4,02-08 10:00,공주,0.0549003
4,02-08 11:00,공주,0.0495054
4,02-08 12:00,공주,0.0538347
4,02-08 13:00,공주,0.0528187
4,02-08 14:00,공주,0.0486717
4,02-08 15:00,공주,0.045877
4,02-08 16:00,공주,0.0514928
4,02-08 17:00,공주,0.0391386
4,02-08 18:00,공주,0.0530038
4,02-08 19:00,공주,0.0592173
4,02-08 20:00,공주,0.0603683
4,02-08 21:00,공주,0.0615095
4,02-08 22:00,공주,0.0540299
4,02-08 23:00,공주,0.055486
4,02-09 00:00,공주,0.0222418
4,02-09 01:00,공주,0.0327557
4,02-09 02:00,공주,0.0209438
4,02-09 03:00,공주,0.043662
4,02-09 04:00,공주,0.0216425
4,02-09 05:00,공주,0.0268705
4,02-09 06:00,공주,0.0623679
4,02-09 07:00,공주,0.0804214
4,02-09 08:00,공주,0.0549142
4,02-09 09:00,공주,0.0588951
4,02-09 10:00,공주,0.0780849
4,02-09 11:00,공주,0.0659302
4,02-09 12:00,공주,0.0519424
4,02-09 13:00,공주,0.0532017
4,02-09 14:00,공주,0.0636761
4,02-09 15:00,공주,0.0578745
4,02-09 16:00,공주,0.0538715
4,02-09 17:00,공주,0.042679
4,02-09 18:00,공주,0.0567975
4,02-09 19:00,공주,0.0518582
4,02-09 20:00,공주,0.0646029
4,02-09 21:00,공주,0.0592066
4,02-09 22:00,공주,0.0572365
4,02-09 23:00,공주,0.0438666
4,02-12 00:00,공주,0.1851836
4,02-12 01:00,공주,0.2052164
4,02-12 02:00,공주,0.214828
4,02-12 03:00,공주,0.1962856
4,02-12 04:00,공주,0.1985237
4,02-12 05:00,공주,0.2024452
4,02-12 06:00,공주,0.1838573
4,02-12 07:00,공주,0.2140585
4,02-12 08:00,공주,0.2154365
4,02-12 09:00,공주,0.2225032
4,02-12 10:00,공주,0.1661648
4,02-12 11:00,공주,0.1181605
4,02-12 12:00,공주,0.1161333
4,02-12 13:00,공주,0.1122174
4,02-12 14:00,공주,0.1033172
4,02-12 15:00,공주,0.0974504
4,02-12 16:00,공주,0.1128207
4,02-12 17:00,공주,0.1215397
4,02-12 18:00,공주,0.1288854
4,02-12 19:00,공주,0.1525315
4,02-12 20:00,공주,0.1594152
4,02-12 21:00,공주,0.1771405
4,02-12 22:00,공주,0.1585351
4,02-12 23:00,공주,0.1447107
4,02-13 00:00,공주,0.195011
4,02-13 01:00,공주,0.1631134
4,02-13 02:00,공주,0.1591963
4,02-13 03:00,공주,0.1587869
4,02-13 04:00,공주,0.1794318
4,02-13 05:00,공주,0.1587869
4,02-13 06:00,공주,0.1796088
4,02-13 07:00,공주,0.1881644
4,02-13 08:00,공주,0.1615537
4,02-13 09:00,공주,0.1599366
4,02-13 10:00,공주,0.1414379
4,02-13 11:00,공주,0.1319346
4,02-13 12:00,공주,0.1196391
4,02-13 13:00,공주,0.1167647
4,02-13 14:00,공주,0.1172307
4,02-13 15:00,공주,0.1150368
4,02-13 16:00,공주,0.1157685
4,02-13 17:00,공주,0.1293809
4,02-13 18:00,공주,0.1202137
4,02-13 19:00,공주,0.1472221
4,02-13 20:00,공주,0.1951777
4,02-13 21:00,공주,0.2185436
4,02-13 22:00,공주,0.1839765
4,02-13 23:00,공주,0.1929721
4,02-14 00:00,공주,0.2148975
4,02-14 01:00,공주,0.1813469
4,02-14 02:00,공주,0.1833686
4,02-14 03:00,공주,0.1951658
4,02-14 04:00,공주,0.192953
4,02-14 05:00,공주,0.1925307
4,02-14 06:00,공주,0.2115504
4,02-14 07:00,공주,0.2221452
4,02-14 08:00,공주,0.1816738
4,02-14 09:00,공주,0.1819815
4,02-14 10:00,공주,0.1541271
4,02-14 11:00,공주,0.1054124
4,02-14 12:00,공주,0.0996985
4,02-14 13:00,공주,0.0992015
4,02-14 14:00,공주,0.0866115
4,02-14 15:00,공주,0.0894285
4,02-14 16:00,공주,0.0873856
4,02-14 17:00,공주,0.0937416
4,02-14 18:00,공주,0.0928509
4,02-14 19:00,공주,0.1167007
4,02-14 20:00,공주,0.1487153
4,02-14 21:00,공주,0.1454938
4,02-14 22:00,공주,0.168763
4,02-14 23:00,공주,0.1397126
4,02-17 00:00,공주,0.1030967
4,02-17 01:00,공주,0.0924774
4,02-17 02:00,공주,0.101983
4,02-17 03:00,공주,0.10741
4,02-17 04:00,공주,0.1035491
4,02-17 05:00,공주,0.0796262
4,02-17 06:00,공주,0.0806063
4,02-17 07:00,공주,0.089386
4,02-17 08:00,공주,0.088092
4,02-17 09:00,공주,0.0924724
4,02-17 10:00,공주,0.087835
4,02-17 11:00,공주,0.0803984
4,02-17 12:00,공주,0.0863065
4,02-17 13:00,공주,0.0551589
4,02-17 14:00,공주,0.0518842
4,02-17 15:00,공주,0.0759736
4,02-17 16:00,공주,0.0796335
4,02-17 17:00,공주,0.0786309
4,02-17 18:00,공주,0.0613091
4,02-17 19:00,공주,0.0747573
4,02-17 20:00,공주,0.0926324
4,02-17 21:00,공주,0.0834785
4,02-17 22:00,공주,0.087143
4,02-17 23:00,공주,0.0769745
4,02-18 00:00,공주,0.0926137
4,02-18 01:00,공주,0.1140681
4,02-18 02:00,공주,0.1209682
4,02-18 03:00,공주,0.1109879
4,02-18 04:00,공주,0.1275495
4,02-18 05:00,공주,0.1091746
4,02-18 06:00,공주,0.1205018
4,02-18 07:00,공주,0.1026566
4,02-18 08:00,공주,0.1050197
4,02-18 09:00,공주,0.0990357
4,02-18 10:00,공주,0.0959672
4,02-18 11:00,공주,0.0885091
4,02-18 12:00,공주,0.0868823
4,02-18 13:00,공주,0.0858632
4,02-18 14:00,공주,0.0815784
4,02-18 15:00,공주,0.0815784
4,02-18 16:00,공주,0.0880111
4,02-18 17:00,공주,0.0959592
4,02-18 18:00,공주,0.0847626
4,02-18 19:00,공주,0.1102885
4,02-18 20:00,공주,0.1469555
4,02-18 21:00,공주,0.1324737
4,02-18 22:00,공주,0.1370509
4,02-18 23:00,공주,0.1398166
4,02-19 00:00,공주,0.1194611
4,02-19 01:00,공주,0.1194731
4,02-19 02:00,공주,0.1200661
4,02-19 03:00,공주,0.1128125
4,02-19 04:00,공주,0.1128125
4,02-19 05:00,공주,0.1123215
4,02-19 06:00,공주,0.120171
4,02-19 07:00,공주,0.1366311
4,02-19 08:00,공주,0.1303096
4,02-19 09:00,공주,0.1209512
4,02-19 10:00,공주,0.1135847
4,02-19 11:00,공주,0.132449
4,02-19 12:00,공주,0.1318863
4,02-19 13:00,공주,0.1151972
4,02-19 14:00,공주,0.0993182
4,02-19 15:00,공주,0.106589
4,02-19 16:00,공주,0.0894294
4,02-19 17:00,공주,0.0907078
4,02-19 18:00,공주,0.1071451
4,02-19 19:00,공주,0.1150331
4,02-19 20:00,공주,0.1346918
4,02-19 21:00,공주,0.1342308
4,02-19 22:00,공주,0.1363168
4,02-19 23:00,공주,0.1405774
4,02-22 00:00,공주,0.1143064
4,02-22 01:00,공주,0.1150843
4,02-22 02:00,공주,0.1100742
4,02-22 03:00,공주,0.1074252
4,02-22 04:00,공주,0.1029992
4,02-22 05:00,공주,0.1050813
4,02-22 06:00,공주,0.1085257
4,02-22 07:00,공주,0.104029
4,02-22 08:00,공주,0.121598
4,02-22 09:00,공주,0.1430524
4,02-22 10:00,공주,0.1635861
4,02-22 11:00,공주,0.1435533
4,02-22 12:00,공주,0.1171457
4,02-22 13:00,공주,0.0926812
4,02-22 14:00,공주,0.0900658
4,02-22 15:00,공주,0.0889579
4,02-22 16:00,공주,0.1031711
4,02-22 17:00,공주,0.1044772
